Id. de problema,Descripción,Estado,Gravedad,Puntos de la historia,Ruta de acceso del proyecto,Tipo de ubicación,Ruta de acceso,Línea,Columna,Id. de incidente,Vínculo de ayuda,Nombre del ensamblado,Versión de ensamblado,Clave pública de ensamblado,Fragmento
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,161,12,T:System.Windows.Forms.Label,,,,,"lbAction.Font = new Font(""Segoe UI"", 14F, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,161,12,T:System.Drawing.Font,,,,,"lbAction.Font = new Font(""Segoe UI"", 14F, FontStyle.Bold);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,161,12,P:System.Windows.Forms.Control.Font,,,,,"lbAction.Font = new Font(""Segoe UI"", 14F, FontStyle.Bold);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,160,12,T:System.Windows.Forms.Label,,,,,lbAction.BackColor = Color.Transparent;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,160,12,P:System.Windows.Forms.Control.BackColor,,,,,lbAction.BackColor = Color.Transparent;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,159,12,T:System.Windows.Forms.Label,,,,,lbAction.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,159,12,P:System.Windows.Forms.Label.AutoSize,,,,,lbAction.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,155,12,T:System.Windows.Forms.Panel,,,,,panel5.TabIndex = 10;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,155,12,P:System.Windows.Forms.Control.TabIndex,,,,,panel5.TabIndex = 10;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,154,12,T:System.Windows.Forms.Panel,,,,,"panel5.Size = new Size(73, 25);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,154,12,P:System.Windows.Forms.Control.Size,,,,,"panel5.Size = new Size(73, 25);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,153,12,T:System.Windows.Forms.Panel,,,,,"panel5.Name = ""panel5"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,153,12,P:System.Windows.Forms.Control.Name,,,,,"panel5.Name = ""panel5"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,152,12,T:System.Windows.Forms.Padding,,,,,panel5.Margin = new Padding(0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,152,12,M:System.Windows.Forms.Padding.#ctor(System.Int32),,,,,panel5.Margin = new Padding(0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,152,12,T:System.Windows.Forms.Panel,,,,,panel5.Margin = new Padding(0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,152,12,T:System.Windows.Forms.Padding,,,,,panel5.Margin = new Padding(0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,152,12,P:System.Windows.Forms.Control.Margin,,,,,panel5.Margin = new Padding(0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,151,12,T:System.Windows.Forms.Panel,,,,,"panel5.Location = new Point(0, 66);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,151,12,P:System.Windows.Forms.Control.Location,,,,,"panel5.Location = new Point(0, 66);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,150,12,T:System.Windows.Forms.Label,,,,,panel5.Controls.Add(lbAction);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,150,12,T:System.Windows.Forms.Panel,,,,,panel5.Controls.Add(lbAction);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,150,12,T:System.Windows.Forms.Control.ControlCollection,,,,,panel5.Controls.Add(lbAction);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,150,12,P:System.Windows.Forms.Control.Controls,,,,,panel5.Controls.Add(lbAction);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,150,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,panel5.Controls.Add(lbAction);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,149,12,T:System.Windows.Forms.Panel,,,,,panel5.BackColor = Color.Black;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,149,12,P:System.Windows.Forms.Control.BackColor,,,,,panel5.BackColor = Color.Black;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,148,12,T:System.Windows.Forms.AutoSizeMode,,,,,panel5.AutoSizeMode = AutoSizeMode.GrowAndShrink;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,148,12,T:System.Windows.Forms.AutoSizeMode,,,,,panel5.AutoSizeMode = AutoSizeMode.GrowAndShrink;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,148,12,F:System.Windows.Forms.AutoSizeMode.GrowAndShrink,,,,,panel5.AutoSizeMode = AutoSizeMode.GrowAndShrink;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,148,12,T:System.Windows.Forms.Panel,,,,,panel5.AutoSizeMode = AutoSizeMode.GrowAndShrink;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,148,12,T:System.Windows.Forms.AutoSizeMode,,,,,panel5.AutoSizeMode = AutoSizeMode.GrowAndShrink;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,148,12,P:System.Windows.Forms.Panel.AutoSizeMode,,,,,panel5.AutoSizeMode = AutoSizeMode.GrowAndShrink;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,147,12,T:System.Windows.Forms.Panel,,,,,panel5.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,147,12,P:System.Windows.Forms.Panel.AutoSize,,,,,panel5.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,143,12,T:System.Windows.Forms.Label,,,,,"lbSituacion.Text = ""Situacion"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,143,12,P:System.Windows.Forms.Label.Text,,,,,"lbSituacion.Text = ""Situacion"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,142,12,T:System.Windows.Forms.Label,,,,,lbSituacion.TabIndex = 5;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,142,12,P:System.Windows.Forms.Control.TabIndex,,,,,lbSituacion.TabIndex = 5;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,141,12,T:System.Windows.Forms.Label,,,,,"lbSituacion.Size = new Size(95, 25);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,141,12,P:System.Windows.Forms.Control.Size,,,,,"lbSituacion.Size = new Size(95, 25);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,140,12,T:System.Windows.Forms.Label,,,,,"lbSituacion.Name = ""lbSituacion"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,140,12,P:System.Windows.Forms.Control.Name,,,,,"lbSituacion.Name = ""lbSituacion"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,139,12,T:System.Windows.Forms.Padding,,,,,lbSituacion.Margin = new Padding(0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,139,12,M:System.Windows.Forms.Padding.#ctor(System.Int32),,,,,lbSituacion.Margin = new Padding(0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,139,12,T:System.Windows.Forms.Label,,,,,lbSituacion.Margin = new Padding(0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,139,12,T:System.Windows.Forms.Padding,,,,,lbSituacion.Margin = new Padding(0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,139,12,P:System.Windows.Forms.Control.Margin,,,,,lbSituacion.Margin = new Padding(0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,138,12,T:System.Windows.Forms.Label,,,,,"lbSituacion.Location = new Point(0, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,138,12,P:System.Windows.Forms.Control.Location,,,,,"lbSituacion.Location = new Point(0, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,137,12,T:System.Windows.Forms.Label,,,,,lbSituacion.ForeColor = Color.DarkOrchid;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,137,12,P:System.Windows.Forms.Control.ForeColor,,,,,lbSituacion.ForeColor = Color.DarkOrchid;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,136,12,T:System.Drawing.FontStyle,,,,,"lbSituacion.Font = new Font(""Segoe UI"", 14F, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,136,12,T:System.Drawing.FontStyle,,,,,"lbSituacion.Font = new Font(""Segoe UI"", 14F, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,136,12,F:System.Drawing.FontStyle.Bold,,,,,"lbSituacion.Font = new Font(""Segoe UI"", 14F, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,136,12,T:System.Drawing.Font,,,,,"lbSituacion.Font = new Font(""Segoe UI"", 14F, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,136,12,"M:System.Drawing.Font.#ctor(System.String,System.Single,System.Drawing.FontStyle)",,,,,"lbSituacion.Font = new Font(""Segoe UI"", 14F, FontStyle.Bold);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,136,12,T:System.Windows.Forms.Label,,,,,"lbSituacion.Font = new Font(""Segoe UI"", 14F, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,136,12,T:System.Drawing.Font,,,,,"lbSituacion.Font = new Font(""Segoe UI"", 14F, FontStyle.Bold);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,136,12,P:System.Windows.Forms.Control.Font,,,,,"lbSituacion.Font = new Font(""Segoe UI"", 14F, FontStyle.Bold);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,135,12,T:System.Windows.Forms.Label,,,,,lbSituacion.BackColor = Color.Transparent;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,135,12,P:System.Windows.Forms.Control.BackColor,,,,,lbSituacion.BackColor = Color.Transparent;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,134,12,T:System.Windows.Forms.Label,,,,,lbSituacion.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,134,12,P:System.Windows.Forms.Label.AutoSize,,,,,lbSituacion.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,130,12,T:System.Windows.Forms.Panel,,,,,panel4.TabIndex = 9;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,130,12,P:System.Windows.Forms.Control.TabIndex,,,,,panel4.TabIndex = 9;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,129,12,T:System.Windows.Forms.Panel,,,,,"panel4.Size = new Size(95, 25);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,129,12,P:System.Windows.Forms.Control.Size,,,,,"panel4.Size = new Size(95, 25);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,128,12,T:System.Windows.Forms.Panel,,,,,"panel4.Name = ""panel4"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,128,12,P:System.Windows.Forms.Control.Name,,,,,"panel4.Name = ""panel4"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,127,12,T:System.Windows.Forms.Padding,,,,,panel4.Margin = new Padding(0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,127,12,M:System.Windows.Forms.Padding.#ctor(System.Int32),,,,,panel4.Margin = new Padding(0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,127,12,T:System.Windows.Forms.Panel,,,,,panel4.Margin = new Padding(0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,127,12,T:System.Windows.Forms.Padding,,,,,panel4.Margin = new Padding(0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,127,12,P:System.Windows.Forms.Control.Margin,,,,,panel4.Margin = new Padding(0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,126,12,T:System.Windows.Forms.Panel,,,,,"panel4.Location = new Point(0, 40);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,126,12,P:System.Windows.Forms.Control.Location,,,,,"panel4.Location = new Point(0, 40);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,125,12,T:System.Windows.Forms.Label,,,,,panel4.Controls.Add(lbSituacion);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,125,12,T:System.Windows.Forms.Panel,,,,,panel4.Controls.Add(lbSituacion);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,125,12,T:System.Windows.Forms.Control.ControlCollection,,,,,panel4.Controls.Add(lbSituacion);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,125,12,P:System.Windows.Forms.Control.Controls,,,,,panel4.Controls.Add(lbSituacion);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,125,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,panel4.Controls.Add(lbSituacion);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,124,12,T:System.Windows.Forms.Panel,,,,,panel4.BackColor = Color.Black;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,124,12,P:System.Windows.Forms.Control.BackColor,,,,,panel4.BackColor = Color.Black;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,123,12,T:System.Windows.Forms.AutoSizeMode,,,,,panel4.AutoSizeMode = AutoSizeMode.GrowAndShrink;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,123,12,T:System.Windows.Forms.AutoSizeMode,,,,,panel4.AutoSizeMode = AutoSizeMode.GrowAndShrink;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,123,12,F:System.Windows.Forms.AutoSizeMode.GrowAndShrink,,,,,panel4.AutoSizeMode = AutoSizeMode.GrowAndShrink;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,123,12,T:System.Windows.Forms.Panel,,,,,panel4.AutoSizeMode = AutoSizeMode.GrowAndShrink;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,123,12,T:System.Windows.Forms.AutoSizeMode,,,,,panel4.AutoSizeMode = AutoSizeMode.GrowAndShrink;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,123,12,P:System.Windows.Forms.Panel.AutoSizeMode,,,,,panel4.AutoSizeMode = AutoSizeMode.GrowAndShrink;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,122,12,T:System.Windows.Forms.Panel,,,,,panel4.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,122,12,P:System.Windows.Forms.Panel.AutoSize,,,,,panel4.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,118,12,T:System.Windows.Forms.Label,,,,,lbEquity.Visible = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,118,12,P:System.Windows.Forms.Control.Visible,,,,,lbEquity.Visible = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,117,12,T:System.Windows.Forms.Label,,,,,"lbEquity.Text = ""label2"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,117,12,P:System.Windows.Forms.Label.Text,,,,,"lbEquity.Text = ""label2"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,116,12,T:System.Windows.Forms.Label,,,,,lbEquity.TabIndex = 3;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,116,12,P:System.Windows.Forms.Control.TabIndex,,,,,lbEquity.TabIndex = 3;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,115,12,T:System.Windows.Forms.Label,,,,,"lbEquity.Size = new Size(50, 19);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,115,12,P:System.Windows.Forms.Control.Size,,,,,"lbEquity.Size = new Size(50, 19);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmOverlay.Designer.cs,114,12,T:System.Windows.Forms.Label,,,,,"lbEquity.Name = ""lbEquity"";"
